% mention
@RELATION men

@ATTRIBUTE m_type {N, PR, NULL}
@ATTRIBUTE m1_type {N, PR, NULL}
@ATTRIBUTE gn {MASC, FEM, NULL}
@ATTRIBUTE gn1 {MASC, FEM, NULL}
@ATTRIBUTE num1 {SING, PLUR}
@ATTRIBUTE num {SING, PLUR}
@ATTRIBUTE en {PERS, LOC, ORG, FUNC, NULL}
@ATTRIBUTE en1 {PERS, LOC, ORG, FUNC, NULL}
@ATTRIBUTE gp {CASE=YES, CASE=NO}
@ATTRIBUTE gp1 {CASE=YES, CASE=NO}
@ATTRIBUTE id_form {YES, NO}
@ATTRIBUTE subform {YES, NO}
@ATTRIBUTE inc_rate REAL
@ATTRIBUTE dis_men REAL
@ATTRIBUTE dis_phrase REAL
@ATTRIBUTE dis_char REAL

@DATA
N,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,28,0,0
N,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,29,0,0
N,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,30,0,0
N,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,31,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,32,0,0
N,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,33,0,0
N,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,34,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,35,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,69,36,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,38,37,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,19,38,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,27,39,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,33,40,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,32,41,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,43,42,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,1,0,0
PR,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,2,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,3,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,4,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,5,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,6,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,7,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,8,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,9,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,10,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,11,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,12,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,13,0,0
PR,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,14,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,15,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,16,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,17,0,0
PR,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,18,0,0
PR,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,19,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,20,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,21,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,22,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,23,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,24,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,25,0,0
PR,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,26,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,27,0,0
PR,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,28,0,0
PR,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,29,0,0
PR,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,30,0,0
PR,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,31,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,32,0,0
PR,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,33,0,0
PR,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,34,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,35,0,0
PR,PR,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,36,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,54,37,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,21,38,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,23,39,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,51,40,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,42,41,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,29,42,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,1,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,2,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,3,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,4,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,5,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,6,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,7,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,8,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,9,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,10,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,11,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,12,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,13,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,14,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,15,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,16,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,17,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,18,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,19,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,20,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,21,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,22,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,23,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,24,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,25,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,26,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,27,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,28,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,29,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,30,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,31,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,32,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,33,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,34,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,35,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,36,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,37,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,30,38,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,37,39,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,44,40,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,75,41,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,40,42,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,1,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,2,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,3,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,4,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,5,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,6,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,7,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,8,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,9,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,10,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,11,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,12,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,13,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,14,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,15,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,16,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,17,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,18,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,19,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,20,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,21,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,22,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,23,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,24,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,25,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,26,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,27,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,28,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,29,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,30,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,31,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,32,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,33,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,90,34,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,35,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,36,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,37,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,38,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,24,39,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,29,40,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,16,41,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,24,42,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,1,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,2,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,3,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,4,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,5,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,6,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,7,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,8,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,9,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,10,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,11,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,12,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,13,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,14,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,15,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,16,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,17,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,18,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,19,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,20,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,21,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,22,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,23,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,24,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,25,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,26,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,27,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,28,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,29,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,30,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,31,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,32,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,33,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,34,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,35,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,36,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,37,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,38,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,39,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,78,40,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,32,41,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,48,42,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,1,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,2,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,3,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,4,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,5,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,6,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,7,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,8,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,9,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,10,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,11,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,12,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,13,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,14,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,15,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,16,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,17,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,18,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,19,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,20,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,21,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,22,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,23,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,24,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,25,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,26,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,27,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,28,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,29,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,30,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,31,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,32,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,33,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,34,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,35,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,36,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,37,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,38,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,39,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,40,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,40,41,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,41,42,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,1,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,2,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,3,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,4,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,5,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,6,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,7,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,8,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,9,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,10,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,11,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,12,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,13,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,14,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,15,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,16,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,17,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,18,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,19,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,20,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,21,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,22,0,0
